MCM_ID,MW,PRECURSOR,oxidation genration,C,H,N,O,Cl,S,Br,Number of Atoms,O:C,average carbon oxidation state,AROMATIC,hydroxyl,aldehyde,ketone,carboxylic acid,ester,ether,nitro,nitrate,PAN,peracid,peroxide,Number of functional groups,COSMOtherm_logKWIOM/G,COSMOtherm_logKW/G
NBUTOLBOOH,106.12,UNKNOWN,N/A,4,10,0,3,0,0,0,17,0.75,-1,0,1,0,0,0,0,0,0,0,0,0,1,2,6.7,7.8
MIPKBOOH,118.13,UNKNOWN,N/A,5,10,0,3,0,0,0,18,0.6,-0.8,0,0,0,1,0,0,0,0,0,0,0,1,2,6.25,6.21
PBZQOOH,158.11,UNKNOWN,N/A,6,6,0,5,0,0,0,17,0.83,0.67,0,1,0,2,0,0,0,0,0,0,0,1,4,9.35,9.52
PAN,121.05,UNKNOWN,N/A,2,3,1,5,0,0,0,11,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.19,0.25
MPRKBOOH,118.13,UNKNOWN,N/A,5,10,0,3,0,0,0,18,0.6,-0.8,0,0,0,1,0,0,0,0,0,0,0,1,2,6.33,6.31
C42OOH,181.1,UNKNOWN,N/A,4,7,1,7,0,0,0,19,1.75,0.5,0,1,1,0,0,0,0,0,1,0,0,1,4,7.13,5.64
CO3C85OOH,160.21,UNKNOWN,N/A,8,16,0,3,0,0,0,27,0.38,-1.25,0,0,0,1,0,0,0,0,0,0,0,1,2,7.51,5.86
HO24C4CHO,118.13,UNKNOWN,N/A,5,10,0,3,0,0,0,18,0.6,-0.8,0,2,1,0,0,0,0,0,0,0,0,0,3,6.06,6.45
HOC3H6CO3H,120.1,UNKNOWN,N/A,4,8,0,4,0,0,0,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6.12,5.87
OCTOOH,146.23,UNKNOWN,N/A,8,18,0,2,0,0,0,28,0.25,-1.75,0,0,0,0,0,0,0,0,0,0,0,1,1,6.1,3.42
MCOOTBOOH,148.16,UNKNOWN,N/A,6,12,0,4,0,0,0,22,0.67,-0.67,0,0,0,0,0,1,0,0,0,0,0,1,2,5.97,4.93
CO3C4CHO,100.12,UNKNOWN,N/A,5,8,0,2,0,0,0,15,0.4,-0.8,0,0,1,1,0,0,0,0,0,0,0,0,2,4.6,4.19
C52OH,104.15,UNKNOWN,N/A,5,12,0,2,0,0,0,19,0.4,-1.6,0,2,0,0,0,0,0,0,0,0,0,0,2,6.12,7.17
BUT2OLOOH,106.12,UNKNOWN,N/A,4,10,0,3,0,0,0,17,0.75,-1,0,1,0,0,0,0,0,0,0,0,0,1,2,6.13,6.67
DICLETO2H,130.96,UNKNOWN,N/A,2,4,0,2,2,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,6.36,5.06
CO2C3CO3H,118.09,UNKNOWN,N/A,4,6,0,4,0,0,0,14,1,0.5,0,0,0,1,0,0,0,0,0,0,1,0,2,5.83,5.82
DMKCOOH,144.13,UNKNOWN,N/A,6,8,0,4,0,0,0,18,0.67,0,0,1,0,3,0,0,0,0,0,0,0,0,4,6.06,4.4
C65OH4OOH,134.17,UNKNOWN,N/A,6,14,0,3,0,0,0,23,0.5,-1.33,0,1,0,0,0,0,0,0,0,0,0,1,2,6.91,6.39
HOCH2CO3H,92.05,UNKNOWN,N/A,2,4,0,4,0,0,0,10,2,2,0,1,0,0,0,0,0,0,0,0,1,0,2,5.15,6.31
PR2O2HNO3,137.09,UNKNOWN,N/A,3,7,1,5,0,0,0,16,1.67,-0.67,0,0,0,0,0,0,0,0,1,0,0,1,2,5.35,3.6
C84OH,158.19,UNKNOWN,N/A,8,14,0,3,0,0,0,25,0.38,-1,0,1,0,2,0,0,0,0,0,0,0,0,3,7.07,6.08
HO4C5CO3H,148.16,UNKNOWN,N/A,6,12,0,4,0,0,0,22,0.67,-0.67,0,1,0,0,0,0,0,0,0,0,1,0,2,6.29,4.48
MTBEAALNO3,163.13,UNKNOWN,N/A,5,9,1,5,0,0,0,20,1,-0.8,0,0,0,0,0,1,0,0,1,0,0,0,2,5.33,2.52
HO1CO24C5,116.12,UNKNOWN,N/A,5,8,0,3,0,0,0,16,0.6,-0.4,0,1,0,2,0,0,0,0,0,0,0,0,3,5.91,6.06
HO1CO24C6,130.14,UNKNOWN,N/A,6,10,0,3,0,0,0,19,0.5,-0.67,0,1,0,2,0,0,0,0,0,0,0,0,3,6.07,5.55
C5DICARB,98.1,UNKNOWN,N/A,5,6,0,2,0,0,0,13,0.4,-0.4,0,0,1,1,0,0,0,0,0,0,0,0,2,5.06,4.81
CO245C7,142.15,UNKNOWN,N/A,7,10,0,3,0,0,0,20,0.43,-0.57,0,0,0,3,0,0,0,0,0,0,0,0,3,6.07,4.43
MTBKOH,116.16,UNKNOWN,N/A,6,12,0,2,0,0,0,20,0.33,-1.33,0,1,0,1,0,0,0,0,0,0,0,0,2,5.1,4.89
NBUTDBNO3,178.1,UNKNOWN,N/A,4,6,2,6,0,0,0,18,1.5,-1,0,0,0,0,0,0,0,0,2,0,0,0,2,5.76,1.51
C4MCONO3OH,163.13,UNKNOWN,N/A,5,9,1,5,0,0,0,20,1,-0.8,0,1,0,1,0,0,0,0,1,0,0,0,3,6.67,4.55
C5H11CHO,100.16,UNKNOWN,N/A,6,12,0,1,0,0,0,19,0.17,-1.67,0,0,1,0,0,0,0,0,0,0,0,0,1,3.88,2.12
CLGLYOX,126.93,UNKNOWN,N/A,2,0,0,2,2,0,0,6,1,3,0,0,0,2,0,0,0,0,0,0,0,0,4,2.69,-0.06
C4PAN10,195.08,UNKNOWN,N/A,4,5,1,8,0,0,0,18,2,1.5,0,2,0,1,0,0,0,0,0,1,0,0,4,7.05,4.76
HCC7CO,126.15,UNKNOWN,N/A,7,10,0,2,0,0,0,19,0.29,-0.86,0,1,0,1,0,0,0,0,0,0,0,0,2,7.32,7.65
C61CO3H,190.15,UNKNOWN,N/A,7,10,0,6,0,0,0,23,0.86,0.29,0,1,0,2,0,0,0,0,0,0,1,0,4,7.97,5.99
C23O3ECO3H,190.15,UNKNOWN,N/A,7,10,0,6,0,0,0,23,0.86,0.29,0,0,0,1,0,1,0,0,0,0,1,0,3,7.5,5.29
HO3C5CO2H,132.16,UNKNOWN,N/A,6,12,0,3,0,0,0,21,0.5,-1,0,1,0,0,1,0,0,0,0,0,0,0,2,7.98,9.17
NBUTOL,74.12,UNKNOWN,N/A,4,10,0,1,0,0,0,15,0.25,-2,0,1,0,0,0,0,0,0,0,0,0,0,1,3.68,3.48
C3DIOLOOH,108.09,UNKNOWN,N/A,3,8,0,4,0,0,0,15,1.33,0,0,2,0,0,0,0,0,0,0,0,0,1,3,7.07,8.92
HCOCH2CHO,72.06,UNKNOWN,N/A,3,4,0,2,0,0,0,9,0.67,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3.81,3.99
C74OOH,174.15,UNKNOWN,N/A,7,10,0,5,0,0,0,22,0.71,0,0,0,0,3,0,0,0,0,0,0,0,1,4,7.88,6.06
HEX3ONBOOH,132.16,UNKNOWN,N/A,6,12,0,3,0,0,0,21,0.5,-1,0,0,0,1,0,0,0,0,0,0,0,1,2,6.33,5.34
PRNFORMOOH,134.09,UNKNOWN,N/A,4,6,0,5,0,0,0,15,1.25,1,0,0,0,1,0,1,0,0,0,0,0,1,3,6.24,5.67
CYC6DIONE,112.13,UNKNOWN,N/A,6,8,0,2,0,0,0,16,0.33,-0.67,0,0,0,2,0,0,0,0,0,0,0,0,2,6.48,6.29
ACEC2H4NO3,149.1,UNKNOWN,N/A,4,7,1,5,0,0,0,17,1.25,-0.5,0,0,0,0,0,1,0,0,1,0,0,0,2,5.71,3.37
HO13C3CHO,104.1,UNKNOWN,N/A,4,8,0,3,0,0,0,15,0.75,-0.5,0,2,1,0,0,0,0,0,0,0,0,0,3,5.76,6.89
C811OH,158.19,UNKNOWN,N/A,8,14,0,3,0,0,0,25,0.38,-1,0,1,0,0,1,0,0,0,0,0,0,0,2,8.95,9.37
ETHACETOOH,120.1,UNKNOWN,N/A,4,8,0,4,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,5.45,4.83
HO12C5,104.15,UNKNOWN,N/A,5,12,0,2,0,0,0,19,0.4,-1.6,0,2,0,0,0,0,0,0,0,0,0,0,2,5.76,6
C6CO134PAN,205.12,UNKNOWN,N/A,6,7,1,7,0,0,0,21,1.17,0.33,0,0,0,2,0,0,0,0,0,1,0,0,3,6.17,1.72
PE2ENEANO3,149.15,UNKNOWN,N/A,5,11,1,4,0,0,0,21,0.8,-1.6,0,1,0,0,0,0,0,0,1,0,0,0,2,5.4,3.18
H3C25CCO2H,174.15,UNKNOWN,N/A,7,10,0,5,0,0,0,22,0.71,0,0,1,0,2,1,0,0,0,0,0,0,0,4,10.37,10.81
H3C25C6OOH,162.14,UNKNOWN,N/A,6,10,0,5,0,0,0,21,0.83,0,0,1,0,2,0,0,0,0,0,0,0,1,4,8.11,7.63
C6H5CH2NO3,153.14,UNKNOWN,N/A,7,7,1,3,0,0,0,18,0.43,-0.86,1,0,0,0,0,0,0,0,1,0,0,0,1,5.76,1.94
CLETO2H,94.5,UNKNOWN,N/A,2,3,0,2,1,0,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,6.08,6.44
C95OOH,202.2,UNKNOWN,N/A,9,14,0,5,0,0,0,28,0.56,-0.44,0,0,0,3,0,0,0,0,0,0,0,1,4,7.47,4.11
H3C25C6PAN,235.15,UNKNOWN,N/A,7,9,1,8,0,0,0,25,1.14,0.29,0,1,0,2,0,0,0,0,0,1,0,0,4,8.73,5.57
C23O3CCO2H,146.1,UNKNOWN,N/A,5,6,0,5,0,0,0,16,1,0.8,0,0,0,1,1,1,0,0,0,0,0,0,3,8.67,8.6
PEANO3,133.15,UNKNOWN,N/A,5,11,1,3,0,0,0,20,0.6,-2,0,0,0,0,0,0,0,0,1,0,0,0,1,3.96,0.06
HYPROPO2H,92.09,UNKNOWN,N/A,3,8,0,3,0,0,0,14,1,-0.67,0,1,0,0,0,0,0,0,0,0,0,1,2,5.9,7.03
C89PAN,231.2,UNKNOWN,N/A,9,13,1,6,0,0,0,29,0.67,-0.67,0,0,1,0,0,0,0,0,0,1,0,0,2,7.6,3.51
C52NO31OOH,165.14,UNKNOWN,N/A,5,11,1,5,0,0,0,22,1,-1.2,0,0,0,0,0,0,0,0,1,0,0,1,2,5.89,3.01
DNPHENOOH,266.12,UNKNOWN,N/A,6,6,2,10,0,0,0,24,1.67,0.67,0,2,0,0,0,0,0,2,0,0,0,2,6,12.46,11.11
ECO4,142.11,UNKNOWN,N/A,6,6,0,4,0,0,0,16,0.67,0.33,0,0,1,3,0,0,0,0,0,0,0,0,4,5.03,2
H13CO2CO3H,150.09,UNKNOWN,N/A,4,6,0,6,0,0,0,16,1.5,1.5,0,2,0,1,0,0,0,0,0,0,1,0,4,8.23,8.62
IPRCHO,72.11,UNKNOWN,N/A,4,8,0,1,0,0,0,13,0.25,-1.5,0,0,1,0,0,0,0,0,0,0,0,0,1,2.85,2.01
MC3CODBPAN,175.1,UNKNOWN,N/A,5,5,1,6,0,0,0,17,1.2,0.4,0,0,1,0,0,0,0,0,0,1,0,0,2,5.44,1.99
HO3C5CHO,116.16,UNKNOWN,N/A,6,12,0,2,0,0,0,20,0.33,-1.33,0,1,1,0,0,0,0,0,0,0,0,0,2,5.7,5.47
HO13C4NO3,151.12,UNKNOWN,N/A,4,9,1,5,0,0,0,19,1.25,-1,0,2,0,0,0,0,0,0,1,0,0,0,3,7.37,6.89
C4DBDIKET,112.13,UNKNOWN,N/A,6,8,0,2,0,0,0,16,0.33,-0.67,0,0,0,2,0,0,0,0,0,0,0,0,2,6.17,5.8
TLFUONE,98.1,UNKNOWN,N/A,5,6,0,2,0,0,0,13,0.4,-0.4,0,0,0,0,0,1,0,0,0,0,0,0,1,6.25,6.32
C64OH5OOH,134.17,UNKNOWN,N/A,6,14,0,3,0,0,0,23,0.5,-1.33,0,1,0,0,0,0,0,0,0,0,0,1,2,6.85,6.18
MMALNHYOOH,162.1,UNKNOWN,N/A,5,6,0,6,0,0,0,17,1.2,1.2,0,1,0,0,0,2,0,0,0,0,0,1,4,9.43,9.24
CO25C6OH,130.14,UNKNOWN,N/A,6,10,0,3,0,0,0,19,0.5,-0.67,0,1,0,2,0,0,0,0,0,0,0,0,3,6.48,6.68
CO234C6OOH,160.12,UNKNOWN,N/A,6,8,0,5,0,0,0,19,0.83,0.33,0,0,0,3,0,0,0,0,0,0,0,1,4,6.1,4.07
MTBKOOH,132.16,UNKNOWN,N/A,6,12,0,3,0,0,0,21,0.5,-1,0,0,0,1,0,0,0,0,0,0,0,1,2,6.43,6.09
C52OH1OOH,120.15,UNKNOWN,N/A,5,12,0,3,0,0,0,20,0.6,-1.2,0,1,0,0,0,0,0,0,0,0,0,1,2,6.64,6.4
HO24C5OOH,136.15,UNKNOWN,N/A,5,12,0,4,0,0,0,21,0.8,-0.8,0,2,0,0,0,0,0,0,0,0,0,1,3,8.39,9.26
HO3C96NO3,205.25,UNKNOWN,N/A,9,19,1,4,0,0,0,33,0.44,-1.78,0,1,0,0,0,0,0,0,1,0,0,0,2,7.36,3.42
BUT2OLNO3,135.12,UNKNOWN,N/A,4,9,1,4,0,0,0,18,1,-1.5,0,1,0,0,0,0,0,0,1,0,0,0,2,5.12,3.35
C51OH,118.13,UNKNOWN,N/A,5,10,0,3,0,0,0,18,0.6,-0.8,0,2,0,1,0,0,0,0,0,0,0,0,3,6.3,7.07
MXYFUOOH,162.14,UNKNOWN,N/A,6,10,0,5,0,0,0,21,0.83,0,0,1,0,0,0,1,0,0,0,0,0,1,3,9.69,9.93
CHOC2CO2H,102.09,UNKNOWN,N/A,4,6,0,3,0,0,0,13,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,2,6.67,7.71
PHENOOH,176.12,UNKNOWN,N/A,6,8,0,6,0,0,0,20,1,0.67,0,2,0,0,0,0,0,0,0,0,0,2,4,9.31,9.53
ETOMECO2H,104.1,UNKNOWN,N/A,4,8,0,3,0,0,0,15,0.75,-0.5,0,0,0,0,1,0,1,0,0,0,0,0,2,6.15,6.26
CH3CHCLOOH,96.51,UNKNOWN,N/A,2,5,0,2,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.88,4.13
HO2C43CHO,102.13,UNKNOWN,N/A,5,10,0,2,0,0,0,17,0.4,-1.2,0,1,1,0,0,0,0,0,0,0,0,0,2,4.77,4.9
C53NO32CO,147.13,UNKNOWN,N/A,5,9,1,4,0,0,0,19,0.8,-1.2,0,0,0,1,0,0,0,0,1,0,0,0,2,4.96,2.22
C514NO3,161.11,UNKNOWN,N/A,5,7,1,5,0,0,0,18,1,-0.4,0,0,2,0,0,0,0,0,1,0,0,0,3,6.71,4.83
PPEN,163.13,UNKNOWN,N/A,5,9,1,5,0,0,0,20,1,-0.8,0,0,0,0,0,0,0,0,0,1,0,0,1,4.22,-0.27
C612OH,132.16,UNKNOWN,N/A,6,12,0,3,0,0,0,21,0.5,-1,0,2,0,1,0,0,0,0,0,0,0,0,3,6.3,6.47
DMPHOHNO2,167.16,UNKNOWN,N/A,8,9,1,3,0,0,0,21,0.38,-1,1,1,0,0,0,0,0,1,0,0,0,0,2,6.23,2.92
EOCOCHO,102.09,UNKNOWN,N/A,4,6,0,3,0,0,0,13,0.75,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4.61,3.32
IPEBOH,88.15,UNKNOWN,N/A,5,12,0,1,0,0,0,18,0.2,-2,0,1,0,0,0,0,0,0,0,0,0,0,1,3.83,3
C523OH,104.15,UNKNOWN,N/A,5,12,0,2,0,0,0,19,0.4,-1.6,0,2,0,0,0,0,0,0,0,0,0,0,2,5.51,5.62
CO45C5CHO,128.13,UNKNOWN,N/A,6,8,0,3,0,0,0,17,0.5,-0.33,0,0,1,2,0,0,0,0,0,0,0,0,3,4.88,2.29
C64OH5NO3,163.17,UNKNOWN,N/A,6,13,1,4,0,0,0,24,0.67,-1.67,0,1,0,0,0,0,0,0,1,0,0,0,2,5.73,2.8
CHOOCH2OH,76.05,UNKNOWN,N/A,2,4,0,3,0,0,0,9,1.5,1,0,1,0,0,0,1,0,0,0,0,0,0,2,3.84,4.62
IBUTDIAL,86.09,UNKNOWN,N/A,4,6,0,2,0,0,0,12,0.5,-0.5,0,0,2,0,0,0,0,0,0,0,0,0,2,4.01,3.65
PRPAL2CO3H,118.09,UNKNOWN,N/A,4,6,0,4,0,0,0,14,1,0.5,0,0,1,0,0,0,0,0,0,0,1,0,2,5.13,4.28
ETACETOH,104.1,UNKNOWN,N/A,4,8,0,3,0,0,0,15,0.75,-0.5,0,1,0,0,0,1,0,0,0,0,0,0,2,5.2,5.91
C84OOH,174.19,UNKNOWN,N/A,8,14,0,4,0,0,0,26,0.5,-0.75,0,0,0,2,0,0,0,0,0,0,0,1,3,7.63,6.23
NC4H9NO3,119.12,UNKNOWN,N/A,4,9,1,3,0,0,0,17,0.75,-2,0,0,0,0,0,0,0,0,1,0,0,0,1,3.25,-0.15
C72OH,146.18,UNKNOWN,N/A,7,14,0,3,0,0,0,24,0.43,-1.14,0,2,0,1,0,0,0,0,0,0,0,0,3,6.75,6.32
METACETO2H,106.08,UNKNOWN,N/A,3,6,0,4,0,0,0,13,1.33,0.67,0,0,0,0,0,1,0,0,0,0,0,1,2,5.02,5.03
HCOCH2OOH,76.05,UNKNOWN,N/A,2,4,0,3,0,0,0,9,1.5,1,0,0,1,0,0,0,0,0,0,0,0,1,2,4.61,5
MCOCOMOOOH,134.09,UNKNOWN,N/A,4,6,0,5,0,0,0,15,1.25,1,0,0,0,1,0,1,0,0,0,0,0,1,3,6.8,6.46
C63NO32CO,161.16,UNKNOWN,N/A,6,11,1,4,0,0,0,22,0.67,-1.33,0,0,0,1,0,0,0,0,1,0,0,0,2,5.35,2.12
C720OOH,144.17,UNKNOWN,N/A,7,12,0,3,0,0,0,22,0.43,-0.86,0,1,0,0,0,0,0,0,0,0,0,1,2,8.65,8.76
NBZFUONE,161.07,UNKNOWN,N/A,4,3,1,6,0,0,0,14,1.5,1,0,0,0,1,0,1,0,0,1,0,0,0,3,7.47,5.3
ETOMENO3,105.09,UNKNOWN,N/A,3,7,1,3,0,0,0,14,1,-2,0,0,0,0,0,0,1,1,0,0,0,0,2,4.62,2.97
BUT2CHO,86.13,UNKNOWN,N/A,5,10,0,1,0,0,0,16,0.2,-1.6,0,0,1,0,0,0,0,0,0,0,0,0,1,3.27,1.97
HO2C3CHO,88.11,UNKNOWN,N/A,4,8,0,2,0,0,0,14,0.5,-1,0,1,1,0,0,0,0,0,0,0,0,0,2,4.43,4.93
C43NO34OOH,151.12,UNKNOWN,N/A,4,9,1,5,0,0,0,19,1.25,-1,0,0,0,0,0,0,0,0,1,0,0,1,2,5.51,3.16
EPXM2DCO3H,160.12,UNKNOWN,N/A,6,8,0,5,0,0,0,19,0.83,0.33,0,0,1,0,0,0,1,0,0,0,1,0,3,6.55,4.59
C23O3ECHO,158.15,UNKNOWN,N/A,7,10,0,4,0,0,0,21,0.57,-0.29,0,0,1,1,0,1,0,0,0,0,0,0,3,6.77,5.04
C23O3CCHO,130.1,UNKNOWN,N/A,5,6,0,4,0,0,0,15,0.8,0.4,0,0,1,1,0,1,0,0,0,0,0,0,3,6.39,5.56
INDHPCHO,195.13,UNKNOWN,N/A,5,9,1,7,0,0,0,22,1.4,0,0,1,1,0,0,0,0,0,1,0,0,1,4,8.52,6.98
C23O3MOH,132.11,UNKNOWN,N/A,5,8,0,4,0,0,0,17,0.8,0,0,1,0,1,0,1,0,0,0,0,0,0,3,6.21,5.93
C721OOH,160.17,UNKNOWN,N/A,7,12,0,4,0,0,0,23,0.57,-0.57,0,0,0,0,1,0,0,0,0,0,0,1,2,9.14,9.17
HO3C4CHO,102.13,UNKNOWN,N/A,5,10,0,2,0,0,0,17,0.4,-1.2,0,1,1,0,0,0,0,0,0,0,0,0,2,4.73,4.58
IPEAOOH,104.15,UNKNOWN,N/A,5,12,0,2,0,0,0,19,0.4,-1.6,0,0,0,0,0,0,0,0,0,0,0,1,1,4.85,3.66
NBUTOLAOOH,106.12,UNKNOWN,N/A,4,10,0,3,0,0,0,17,0.75,-1,0,1,0,0,0,0,0,0,0,0,0,1,2,6.15,6.68
C5124COPAN,219.11,UNKNOWN,N/A,6,5,1,8,0,0,0,20,1.33,1,0,0,1,2,0,0,0,0,0,1,0,0,4,6.91,2.7
HOC6H4NO2,139.11,UNKNOWN,N/A,6,5,1,3,0,0,0,15,0.5,-0.67,1,1,0,0,0,0,0,1,0,0,0,0,2,5.46,2.7
NC5MDCO2H,173.12,UNKNOWN,N/A,6,7,1,5,0,0,0,19,0.83,-0.33,0,0,0,1,1,0,0,1,0,0,0,0,3,8.17,6.77
MPRKAOOH,118.13,UNKNOWN,N/A,5,10,0,3,0,0,0,18,0.6,-0.8,0,0,0,1,0,0,0,0,0,0,0,1,2,5.93,5.33
CO2M33CO3H,146.14,UNKNOWN,N/A,6,10,0,4,0,0,0,20,0.67,-0.33,0,0,0,1,0,0,0,0,0,0,1,0,2,5.49,3.49
DMCOOH,122.08,UNKNOWN,N/A,3,6,0,5,0,0,0,14,1.67,1.33,0,0,0,0,0,1,1,0,0,0,0,1,3,6.01,5.66
HO1CO34C5,116.12,UNKNOWN,N/A,5,8,0,3,0,0,0,16,0.6,-0.4,0,1,0,2,0,0,0,0,0,0,0,0,3,5.48,5.41
NMGLYOX,133.06,UNKNOWN,N/A,3,3,1,5,0,0,0,12,1.67,0.67,0,0,1,1,0,0,0,0,1,0,0,0,3,4.65,1.91
CO23C54OOH,132.11,UNKNOWN,N/A,5,8,0,4,0,0,0,17,0.8,0,0,0,0,2,0,0,0,0,0,0,0,1,3,5.8,4.68
BUTONENO3,133.1,UNKNOWN,N/A,4,7,1,4,0,0,0,16,1,-1,0,0,0,1,0,0,0,0,1,0,0,0,2,4.55,2.25
BZBIPER2OH,144.13,UNKNOWN,N/A,6,8,0,4,0,0,0,18,0.67,0,0,2,0,0,0,0,0,0,0,0,0,1,3,9.3,10.31
C6CO3HO14,132.16,UNKNOWN,N/A,6,12,0,3,0,0,0,21,0.5,-1,0,2,0,1,0,0,0,0,0,0,0,0,3,6.31,6.34
HO1CO3CHO,102.09,UNKNOWN,N/A,4,6,0,3,0,0,0,13,0.75,0,0,1,1,1,0,0,0,0,0,0,0,0,3,4.99,5.22
C645OH,118.17,UNKNOWN,N/A,6,14,0,2,0,0,0,22,0.33,-1.67,0,2,0,0,0,0,0,0,0,0,0,0,2,5.91,5.5
CY6DIONOOH,144.13,UNKNOWN,N/A,6,8,0,4,0,0,0,18,0.67,0,0,0,0,2,0,0,0,0,0,0,0,1,3,9.48,10.14
H3NCO2CHO,163.09,UNKNOWN,N/A,4,5,1,6,0,0,0,16,1.5,0.5,0,1,1,1,0,0,0,0,1,0,0,0,4,6.38,3.91
C7DDCCO3H,158.15,UNKNOWN,N/A,7,10,0,4,0,0,0,21,0.57,-0.29,0,0,0,1,0,0,0,0,0,0,1,0,2,5.89,3.13
EBFUCO,144.13,UNKNOWN,N/A,6,8,0,4,0,0,0,18,0.67,0,0,1,0,1,0,1,0,0,0,0,0,0,3,7.93,7.24
PEBNO3,133.15,UNKNOWN,N/A,5,11,1,3,0,0,0,20,0.6,-2,0,0,0,0,0,0,0,0,1,0,0,0,1,3.84,0.06
PRONFORM,102.09,UNKNOWN,N/A,4,6,0,3,0,0,0,13,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5.14,4.97
CH3OCH3,46.07,UNKNOWN,N/A,2,6,0,1,0,0,0,9,0.5,-2,0,0,0,0,0,0,1,0,0,0,0,0,1,1.57,1.42
HEX3ONCOOH,132.16,UNKNOWN,N/A,6,12,0,3,0,0,0,21,0.5,-1,0,0,0,1,0,0,0,0,0,0,0,1,2,6.28,5.11
MIPKAOOH,118.13,UNKNOWN,N/A,5,10,0,3,0,0,0,18,0.6,-0.8,0,0,0,1,0,0,0,0,0,0,0,1,2,5.81,5.35
MIBKAOOH,132.16,UNKNOWN,N/A,6,12,0,3,0,0,0,21,0.5,-1,0,0,0,1,0,0,0,0,0,0,0,1,2,6.2,5.51
C812OH,174.19,UNKNOWN,N/A,8,14,0,4,0,0,0,26,0.5,-0.75,0,2,0,0,1,0,0,0,0,0,0,0,3,10.16,10.45
HOC4H8OH,90.12,UNKNOWN,N/A,4,10,0,2,0,0,0,16,0.5,-1.5,0,2,0,0,0,0,0,0,0,0,0,0,2,5.79,7.36
CH3OCHO,60.05,UNKNOWN,N/A,2,4,0,2,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.53,2.32
C6DIAL,114.14,UNKNOWN,N/A,6,10,0,2,0,0,0,18,0.33,-1,0,0,2,0,0,0,0,0,0,0,0,0,2,5,4.89
PRNO3PAN,196.07,UNKNOWN,N/A,3,4,2,8,0,0,0,17,2.67,0.67,0,0,0,0,0,0,0,0,1,1,0,0,2,4.57,-0.41
MIPKBOH,102.13,UNKNOWN,N/A,5,10,0,2,0,0,0,17,0.4,-1.2,0,1,0,1,0,0,0,0,0,0,0,0,2,4.8,5.18
ME3BUOLOOH,120.15,UNKNOWN,N/A,5,12,0,3,0,0,0,20,0.6,-1.2,0,1,0,0,0,0,0,0,0,0,0,1,2,6.32,6.37
CH3O2NO2,93.04,UNKNOWN,N/A,1,3,1,4,0,0,0,9,4,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2.17,-0.38
DIEKAOH,102.13,UNKNOWN,N/A,5,10,0,2,0,0,0,17,0.4,-1.2,0,1,0,1,0,0,0,0,0,0,0,0,2,4.71,4.26
C66NO35OH,163.17,UNKNOWN,N/A,6,13,1,4,0,0,0,24,0.67,-1.67,0,1,0,0,0,0,0,0,1,0,0,0,2,6.07,3.15
HOC2H4CHO,74.08,UNKNOWN,N/A,3,6,0,2,0,0,0,11,0.67,-0.67,0,1,1,0,0,0,0,0,0,0,0,0,2,4.12,5.2
HEXAOH,102.17,UNKNOWN,N/A,6,14,0,1,0,0,0,21,0.17,-2,0,1,0,0,0,0,0,0,0,0,0,0,1,4.56,3.31
PE1ENEBNO3,149.15,UNKNOWN,N/A,5,11,1,4,0,0,0,21,0.8,-1.6,0,1,0,0,0,0,0,0,1,0,0,0,2,5.6,3.19
HCOOH,46.03,UNKNOWN,N/A,1,2,0,2,0,0,0,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3.93,5.38
BZFUONE,84.07,UNKNOWN,N/A,4,4,0,2,0,0,0,10,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,6.51
C5CO23CHO,114.1,UNKNOWN,N/A,5,6,0,3,0,0,0,14,0.6,0,0,0,1,2,0,0,0,0,0,0,0,0,3,4.5,2.43
C4ME3HO12,104.15,UNKNOWN,N/A,5,12,0,2,0,0,0,19,0.4,-1.6,0,2,0,0,0,0,0,0,0,0,0,0,2,5.66,5.9
C810NO3,203.19,UNKNOWN,N/A,8,13,1,5,0,0,0,27,0.63,-1,0,0,2,0,0,0,0,0,1,0,0,0,3,7.92,6.01
CO3H4CO3H,148.11,UNKNOWN,N/A,5,8,0,5,0,0,0,18,1,0.4,0,1,0,1,0,0,0,0,0,0,1,0,3,6.27,5.64
C63OOH,148.16,UNKNOWN,N/A,6,12,0,4,0,0,0,22,0.67,-0.67,0,1,0,1,0,0,0,0,0,0,0,1,3,7.35,7.46
BUT2OLO,88.11,UNKNOWN,N/A,4,8,0,2,0,0,0,14,0.5,-1,0,1,0,1,0,0,0,0,0,0,0,0,2,4.39,4.46
