MCM_ID,MW,PRECURSOR,oxidation genration,C,H,N,O,Cl,S,Br,Number of Atoms,O:C,average carbon oxidation state,AROMATIC,hydroxyl,aldehyde,ketone,carboxylic acid,ester,ether,nitro,nitrate,PAN,peracid,peroxide,Number of functional groups,COSMOtherm_logKWIOM/G,COSMOtherm_logKW/G
NC4CO2H,161.11,C5H8,2,5,7,1,5,0,0,0,18,1,-0.4,0,0,0,0,1,0,0,0,1,0,0,0,2,7.17,5.24
INCNCO3H,256.12,C5H8,3,5,8,2,10,0,0,0,25,2,0.4,0,1,0,0,0,0,0,0,2,0,1,0,4,8.44,4.28
C4M2ALOHNO3,177.11,C5H8,3,5,7,1,6,0,0,0,19,1.2,0,0,1,2,0,0,0,0,0,1,0,0,0,4,6.21,3.73
C58NO3,179.13,C5H8,2,5,9,1,6,0,0,0,21,1.2,-0.4,0,2,1,0,0,0,0,0,1,0,0,0,4,7.45,6.09
IEPOXC,118.13,C5H8,2,5,10,0,3,0,0,0,18,0.6,-0.8,0,2,0,0,0,0,1,0,0,0,0,0,3,6.04,6.44
IEPOXA,118.13,C5H8,2,5,10,0,3,0,0,0,18,0.6,-0.8,0,2,0,0,0,0,1,0,0,0,0,0,3,5.75,6.03
ISOPANO3,147.13,C5H8,1,5,9,1,4,0,0,0,19,0.8,-1.2,0,1,0,0,0,0,0,0,1,0,0,0,2,6.43,4.62
INANO3,226.14,C5H8,2,5,10,2,8,0,0,0,25,1.6,-0.8,0,2,0,0,0,0,0,0,2,0,0,0,4,8.24,5.6
NC4CHO,145.11,C5H8,1,5,7,1,4,0,0,0,17,0.8,-0.8,0,0,1,0,0,0,0,0,1,0,0,0,2,5.98,4.18
HMACROH,120.1,C5H8,2,4,8,0,4,0,0,0,16,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,6.69,7.5
IEC2OOH,148.11,C5H8,3,5,8,0,5,0,0,0,18,1,0.4,0,1,1,1,0,0,0,0,0,0,0,1,4,6.58,5.75
C524OH,118.13,C5H8,1,5,10,0,3,0,0,0,18,0.6,-0.8,0,3,0,0,0,0,0,0,0,0,0,0,3,6.96,8.16
MMALNBCO2H,193.11,C5H8,3,5,7,1,7,0,0,0,20,1.4,0.4,0,1,1,0,1,0,0,0,1,0,0,0,4,8.62,7.15
ISOPAOH,102.13,C5H8,1,5,10,0,2,0,0,0,17,0.4,-1.2,0,2,0,0,0,0,0,0,0,0,0,0,2,6.55,7.91
HC4ACO2H,116.12,C5H8,2,5,8,0,3,0,0,0,16,0.6,-0.4,0,1,0,0,1,0,0,0,0,0,0,0,2,7.98,9.16
HC4CCO3H,132.11,C5H8,2,5,8,0,4,0,0,0,17,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6.9,6.25
HMACROOH,136.1,C5H8,2,4,8,0,5,0,0,0,17,1.25,0.5,0,2,1,0,0,0,0,0,0,0,0,1,4,7.38,8.04
C524OOH,134.13,C5H8,1,5,10,0,4,0,0,0,19,0.8,-0.4,0,2,0,0,0,0,0,0,0,0,0,1,3,8.2,9.31
C525OOH,166.13,C5H8,2,5,10,0,6,0,0,0,21,1.2,0.4,0,3,0,1,0,0,0,0,0,0,0,1,5,9.02,9.87
INCNCHO,224.13,C5H8,3,5,8,2,8,0,0,0,23,1.6,-0.4,0,1,1,0,0,0,0,0,2,0,0,0,4,7.42,3.87
IECCHO,116.12,C5H8,3,5,8,0,3,0,0,0,16,0.6,-0.4,0,1,1,0,0,0,1,0,0,0,0,0,3,5.26,4.75
IECPAN,193.11,C5H8,3,5,7,1,7,0,0,0,20,1.4,0.4,0,1,0,0,0,0,1,0,0,1,0,0,3,6.38,3.33
INB1HPCO3H,227.13,C5H8,3,5,9,1,9,0,0,0,24,1.8,0.8,0,1,0,0,0,0,0,0,1,0,1,1,4,9.66,7.73
MMALNBPAN,254.11,C5H8,3,5,6,2,10,0,0,0,23,2,0.8,0,1,1,0,0,0,0,0,1,1,0,0,4,6.47,1.44
COHM2PAN,179.09,C5H8,3,4,5,1,7,0,0,0,17,1.75,1,0,1,1,0,0,0,0,0,0,1,0,0,3,5.37,2.08
INCNPAN,301.12,C5H8,3,5,7,3,12,0,0,0,27,2.4,0.4,0,1,0,0,0,0,0,0,2,1,0,0,4,7.67,1.8
INB1OH,181.14,C5H8,2,5,11,1,6,0,0,0,23,1.2,-0.8,0,3,0,0,0,0,0,0,1,0,0,0,4,8.14,7.42
HMPAN,163.09,C5H8,2,4,5,1,6,0,0,0,16,1.5,0.5,0,1,0,0,0,0,0,0,0,1,0,0,2,5.63,3.21
INCCO,179.13,C5H8,2,5,9,1,6,0,0,0,21,1.2,-0.4,0,2,0,1,0,0,0,0,1,0,0,0,4,7.41,5.88
C58NO3PAN,256.12,C5H8,3,5,8,2,10,0,0,0,25,2,0.4,0,2,0,0,0,0,0,0,1,1,0,0,4,7.28,3.31
IEAPAN,193.11,C5H8,3,5,7,1,7,0,0,0,20,1.4,0.4,0,1,0,0,0,0,1,0,0,1,0,0,3,6.31,3.35
ISOPBOH,102.13,C5H8,1,5,10,0,2,0,0,0,17,0.4,-1.2,0,2,0,0,0,0,0,0,0,0,0,0,2,5.26,5.23
INAHPCO3H,227.13,C5H8,3,5,9,1,9,0,0,0,24,1.8,0.8,0,1,0,0,0,0,0,0,1,0,1,1,4,8.92,5.96
C524NO3,163.13,C5H8,1,5,9,1,5,0,0,0,20,1,-0.8,0,2,0,0,0,0,0,0,1,0,0,0,3,7.34,6.72
INCOH,181.14,C5H8,2,5,11,1,6,0,0,0,23,1.2,-0.8,0,3,0,0,0,0,0,0,1,0,0,0,4,8.13,7.02
C58NO3CO2H,195.13,C5H8,3,5,9,1,7,0,0,0,22,1.4,0,0,2,0,0,1,0,0,0,1,0,0,0,4,8.37,7.39
HPNC524CO,211.13,C5H8,3,5,9,1,8,0,0,0,23,1.6,0.4,0,2,1,0,0,0,0,0,1,0,0,1,5,9.61,8.66
INANCO,224.13,C5H8,3,5,8,2,8,0,0,0,23,1.6,-0.4,0,1,0,1,0,0,0,0,2,0,0,0,4,6.97,3.56
HC4CCHO,100.12,C5H8,1,5,8,0,2,0,0,0,15,0.4,-0.8,0,1,1,0,0,0,0,0,0,0,0,0,2,6.2,7.13
COHM2CO2H,118.09,C5H8,3,4,6,0,4,0,0,0,14,1,0.5,0,1,1,0,1,0,0,0,0,0,0,0,3,5.91,5.67
INAHPCHO,195.13,C5H8,3,5,9,1,7,0,0,0,22,1.4,0,0,1,1,0,0,0,0,0,1,0,0,1,4,7.73,5.42
INAHPCO2H,211.13,C5H8,3,5,9,1,8,0,0,0,23,1.6,0.4,0,1,0,0,1,0,0,0,1,0,0,1,4,10.04,8.58
INANCO2H,240.13,C5H8,3,5,8,2,9,0,0,0,24,1.8,0,0,1,0,0,1,0,0,0,2,0,0,0,4,10.37,8.03
ISOPBNO3,147.13,C5H8,1,5,9,1,4,0,0,0,19,0.8,-1.2,0,1,0,0,0,0,0,0,1,0,0,0,2,5.01,2.94
NC524NO3,242.14,C5H8,2,5,10,2,9,0,0,0,26,1.8,-0.4,0,3,0,0,0,0,0,0,2,0,0,0,5,10.87,9.38
C58OH,134.13,C5H8,2,5,10,0,4,0,0,0,19,0.8,-0.4,0,3,1,0,0,0,0,0,0,0,0,0,4,6.46,6.84
MMALNACO2H,193.11,C5H8,3,5,7,1,7,0,0,0,20,1.4,0.4,0,1,1,0,1,0,0,0,1,0,0,0,4,7.52,6.19
IEACO3H,148.11,C5H8,3,5,8,0,5,0,0,0,18,1,0.4,0,1,0,0,0,0,1,0,0,0,1,0,3,6.78,5.61
INB2OOH,197.14,C5H8,2,5,11,1,7,0,0,0,24,1.4,-0.4,0,2,0,0,0,0,0,0,1,0,0,1,4,8.89,8.05
INB1HPCHO,195.13,C5H8,3,5,9,1,7,0,0,0,22,1.4,0,0,1,1,0,0,0,0,0,1,0,0,1,4,8.1,6.6
HMACO2H,102.09,C5H8,2,4,6,0,3,0,0,0,13,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,2,6.72,7.93
INAHCO2H,195.13,C5H8,3,5,9,1,7,0,0,0,22,1.4,0,0,2,0,0,1,0,0,0,1,0,0,0,4,9.26,8.08
MACRNBPAN,226.1,C5H8,3,4,6,2,9,0,0,0,21,2.25,0.5,0,1,0,0,0,0,0,0,1,1,0,0,3,7,2.64
INANCOCHO,222.11,C5H8,3,5,6,2,8,0,0,0,21,1.6,0,0,0,1,1,0,0,0,0,2,0,0,0,4,6.2,1.55
INAOH,181.14,C5H8,2,5,11,1,6,0,0,0,23,1.2,-0.8,0,3,0,0,0,0,0,0,1,0,0,0,4,7.79,6.89
HMACO3H,118.09,C5H8,2,4,6,0,4,0,0,0,14,1,0.5,0,1,0,0,0,0,0,0,0,0,1,0,2,5.71,5.37
INCGLYOX,177.11,C5H8,3,5,7,1,6,0,0,0,19,1.2,0,0,1,1,1,0,0,0,0,1,0,0,0,4,5.86,2.86
INCNCO2H,240.13,C5H8,3,5,8,2,9,0,0,0,24,1.8,0,0,1,0,0,1,0,0,0,2,0,0,0,4,9.33,6.59
MACRNBCO2H,165.1,C5H8,3,4,7,1,6,0,0,0,18,1.5,0,0,1,0,0,1,0,0,0,1,0,0,0,3,8.12,6.93
INAHPPAN,272.12,C5H8,3,5,8,2,11,0,0,0,26,2.2,0.8,0,1,0,0,0,0,0,0,1,1,0,1,4,8.47,3.91
C57NO3CO2H,195.13,C5H8,3,5,9,1,7,0,0,0,22,1.4,0,0,2,0,0,1,0,0,0,1,0,0,0,4,9.07,8.75
IEACHO,116.12,C5H8,3,5,8,0,3,0,0,0,16,0.6,-0.4,0,1,1,0,0,0,1,0,0,0,0,0,3,5.58,4.97
ISOPCNO3,147.13,C5H8,1,5,9,1,4,0,0,0,19,0.8,-1.2,0,1,0,0,0,0,0,0,1,0,0,0,2,6.41,4.74
INB1OOH,197.14,C5H8,2,5,11,1,7,0,0,0,24,1.4,-0.4,0,2,0,0,0,0,0,0,1,0,0,1,4,9,8.65
MMALNBCO3H,209.11,C5H8,3,5,7,1,8,0,0,0,21,1.6,0.8,0,1,1,0,0,0,0,0,1,0,1,0,4,7.77,5.78
INCNO3,226.14,C5H8,2,5,10,2,8,0,0,0,25,1.6,-0.8,0,2,0,0,0,0,0,0,2,0,0,0,4,8.29,5.8
HIEPOXB,134.13,C5H8,2,5,10,0,4,0,0,0,19,0.8,-0.4,0,3,0,0,0,0,1,0,0,0,0,0,4,8.38,10.13
C57OOH,150.13,C5H8,2,5,10,0,5,0,0,0,20,1,0,0,2,1,0,0,0,0,0,0,0,0,1,4,7.24,7.47
ISOPAOOH,118.13,C5H8,1,5,10,0,3,0,0,0,18,0.6,-0.8,0,1,0,0,0,0,0,0,0,0,0,1,2,7.45,8.31
IEC1OOH,150.13,C5H8,3,5,10,0,5,0,0,0,20,1,0,0,2,0,1,0,0,0,0,0,0,0,1,4,7.53,7.76
HMVKNGLYOX,163.09,C5H8,3,4,5,1,6,0,0,0,16,1.5,0.5,0,1,1,1,0,0,0,0,1,0,0,0,4,6.41,4.35
HC4CCO2H,116.12,C5H8,2,5,8,0,3,0,0,0,16,0.6,-0.4,0,1,0,0,1,0,0,0,0,0,0,0,2,7.95,9.19
INANCHO,224.13,C5H8,3,5,8,2,8,0,0,0,23,1.6,-0.4,0,1,1,0,0,0,0,0,2,0,0,0,4,7.76,4.18
HC4ACO3H,132.11,C5H8,2,5,8,0,4,0,0,0,17,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,2,7.07,6.3
INANCOCO2H,238.11,C5H8,3,5,6,2,9,0,0,0,22,1.8,0.4,0,0,0,1,1,0,0,0,2,0,0,0,4,8.76,5.16
INB1HPPAN,272.12,C5H8,3,5,8,2,11,0,0,0,26,2.2,0.8,0,1,0,0,0,0,0,0,1,1,0,1,4,8.45,4.59
C5PAN19,177.11,C5H8,2,5,7,1,6,0,0,0,19,1.2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,6.98,4.49
C5PAN17,177.11,C5H8,2,5,7,1,6,0,0,0,19,1.2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,7.28,4.69
C58NO3CO3H,211.13,C5H8,3,5,9,1,8,0,0,0,23,1.6,0.4,0,2,0,0,0,0,0,0,1,0,1,0,4,7.2,5.09
NC524OH,197.14,C5H8,2,5,11,1,7,0,0,0,24,1.4,-0.4,0,4,0,0,0,0,0,0,1,0,0,0,5,10,10.11
INAHPAN,256.12,C5H8,3,5,8,2,10,0,0,0,25,2,0.4,0,2,0,0,0,0,0,0,1,1,0,0,4,8.05,4.08
INANCOPAN,299.11,C5H8,3,5,5,3,12,0,0,0,25,2.4,0.8,0,0,0,1,0,0,0,0,2,1,0,0,4,6.01,-0.72
DNC524CO,240.13,C5H8,3,5,8,2,9,0,0,0,24,1.8,0,0,2,1,0,0,0,0,0,2,0,0,0,5,9.66,7.66
INAHCHO,179.13,C5H8,3,5,9,1,6,0,0,0,21,1.2,-0.4,0,2,1,0,0,0,0,0,1,0,0,0,4,7.33,5.47
C58OOH,150.13,C5H8,2,5,10,0,5,0,0,0,20,1,0,0,2,1,0,0,0,0,0,0,0,0,1,4,7.19,7.87
INB1GLYOX,177.11,C5H8,3,5,7,1,6,0,0,0,19,1.2,0,0,1,1,1,0,0,0,0,1,0,0,0,4,6.11,3.86
MVK,70.09,C5H8,1,4,6,0,1,0,0,0,11,0.25,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.54,3.27
INANCOCO3H,254.11,C5H8,3,5,6,2,10,0,0,0,23,2,0.8,0,0,0,1,0,0,0,0,2,0,1,0,4,7.53,3.47
HIEB1OOH,166.13,C5H8,3,5,10,0,6,0,0,0,21,1.2,0.4,0,3,1,0,0,0,0,0,0,0,0,1,5,9.27,10.19
C510OOH,195.13,C5H8,2,5,9,1,7,0,0,0,22,1.4,0,0,1,1,0,0,0,0,0,1,0,0,1,4,8.38,6.63
C5H8,68.12,C5H8,0,5,8,0,0,0,0,0,13,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,-0.35
INB1HPCO2H,211.13,C5H8,3,5,9,1,8,0,0,0,23,1.6,0.4,0,1,0,0,1,0,0,0,1,0,0,1,4,10.01,8.63
H13CO2C3,90.08,C5H8,2,3,6,0,3,0,0,0,12,1,0,0,2,0,1,0,0,0,0,0,0,0,0,3,5.4,7.08
CL2OHPAN,205.94,CCL2CH2,2,2,1,1,6,2,0,0,12,3,4,0,1,0,0,0,0,0,0,0,1,0,0,4,5.34,1.54
CL2OHCH2OH,130.96,CCL2CH2,1,2,4,0,2,2,0,0,10,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4,7.38,7.58
CL2OHCO3H,160.94,CCL2CH2,2,2,2,0,4,2,0,0,10,2,4,0,1,0,0,0,0,0,0,0,0,1,0,4,6.17,4.15
CCL2CH2,96.94,CCL2CH2,0,2,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.27,0.03
CL2OHCHO,128.94,CCL2CH2,1,2,2,0,2,2,0,0,8,1,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4.54,3.16
CL2OHOOH,146.96,CCL2CH2,1,2,4,0,3,2,0,0,11,1.5,2,0,1,0,0,0,0,0,0,0,0,0,1,4,8.94,8.99
CHCL3OOH,165.4,CH2CLCHCL2,1,2,3,0,2,3,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,6.71,4.99
CHCL3OH,149.4,CH2CLCHCL2,1,2,3,0,1,3,0,0,9,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,4,5.97,4.91
CH2CL3OH,149.4,CH2CLCHCL2,1,2,3,0,1,3,0,0,9,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,4,6.85,5.56
CH2CLCHCL2,133.4,CH2CLCHCL2,0,2,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.23,1.99
CH2CL3OOH,165.4,CH2CLCHCL2,1,2,3,0,2,3,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,6.3,4.48
CCL3CH2OOH,165.4,CH3CCL3,1,2,3,0,2,3,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,6.36,4.8
CCL3CH2OH,149.4,CH3CCL3,1,2,3,0,1,3,0,0,9,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,4,5.17,3.88
CCL3CO3H,179.39,CH3CCL3,2,2,1,0,3,3,0,0,9,1.5,4,0,0,0,0,0,0,0,0,0,0,1,0,4,5.17,3.51
CCL3PAN,224.38,CH3CCL3,2,2,0,1,5,3,0,0,11,2.5,4,0,0,0,0,0,0,0,0,0,1,0,0,4,3.77,-1.07
CH3CCL3,133.4,CH3CCL3,0,2,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.24,0.69
CCL3CHO,147.39,CH3CCL3,1,2,1,0,1,3,0,0,7,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,4,3.45,0.89
CH3CH2CL,64.51,CH3CH2CL,0,2,5,0,0,1,0,0,8,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.19,0.62
CH2CLCH2OH,80.51,CH3CH2CL,1,2,5,0,1,1,0,0,9,0.5,-1,0,1,0,0,0,0,0,0,0,0,0,0,2,3.98,4.05
CH2CLCOOH,96.51,CH3CH2CL,1,2,5,0,2,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5.35,5.09
CH3CCL2OOH,130.96,CHCL2CH3,1,2,4,0,2,2,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,5.61,4.33
CHCL2CHOH,114.96,CHCL2CH3,1,2,4,0,1,2,0,0,9,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4.79,4.22
CH3CCL2OH,114.96,CHCL2CH3,1,2,4,0,1,2,0,0,9,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5.41,4.29
CHCL2COOH,130.96,CHCL2CH3,1,2,4,0,2,2,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,5.87,4.81
CHCL2CH3,98.96,CHCL2CH3,0,2,4,0,0,2,0,0,8,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,3.15,1.19
CHCL2CL2OH,183.85,CHCL2CHCL2,1,2,2,0,1,4,0,0,9,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,5,7.51,5.95
CHCL2CHCL2,167.85,CHCL2CHCL2,0,2,2,0,0,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4.95,2.35
CCL2CL2OOH,199.85,CHCL2CHCL2,1,2,2,0,2,4,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,6.79,4.58
CHCL2COCL,147.39,CHCL2CHCL2,1,2,1,0,1,3,0,0,7,0.5,2,0,0,0,1,0,0,0,0,0,0,0,0,4,3.7,0.94
CLCOCL2OOH,179.39,CHCL2CHCL2,2,2,1,0,3,3,0,0,9,1.5,4,0,0,0,1,0,0,0,0,0,0,0,1,5,5.94,3.71
CO1C6NO3,161.16,CHEX,1,6,11,1,4,0,0,0,22,0.67,-1.33,0,0,1,0,0,0,0,0,1,0,0,0,2,6.32,3.64
CO1H63OOH,148.16,CHEX,1,6,12,0,4,0,0,0,22,0.67,-0.67,0,1,1,0,0,0,0,0,0,0,0,1,3,8.21,8.96
CO1C6OH,116.16,CHEX,1,6,12,0,2,0,0,0,20,0.33,-1.33,0,1,1,0,0,0,0,0,0,0,0,0,2,6.03,6.51
CHEXNO3,145.16,CHEX,1,6,11,1,3,0,0,0,21,0.5,-1.67,0,0,0,0,0,0,0,0,1,0,0,0,1,4.6,0.95
CHEX,84.16,CHEX,0,6,12,0,0,0,0,0,18,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,-0.45
CYHEXOL,100.16,CHEX,1,6,12,0,1,0,0,0,19,0.17,-1.67,0,1,0,0,0,0,0,0,0,0,0,0,1,4.7,4.18
CO1H63OH,132.16,CHEX,1,6,12,0,3,0,0,0,21,0.5,-1,0,2,1,0,0,0,0,0,0,0,0,0,3,6.76,7.83
CO1H63NO3,177.16,CHEX,1,6,11,1,5,0,0,0,23,0.83,-1,0,1,1,0,0,0,0,0,1,0,0,0,3,7.79,6.62
CHEXOOH,116.16,CHEX,1,6,12,0,2,0,0,0,20,0.33,-1.33,0,0,0,0,0,0,0,0,0,0,0,1,1,5.82,4.85
CO1C6OOH,132.16,CHEX,1,6,12,0,3,0,0,0,21,0.5,-1,0,0,1,0,0,0,0,0,0,0,0,1,2,6.44,6.28
CL12PRCHO,126.97,CL12PROP,1,3,4,0,1,2,0,0,10,0.33,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4.77,3.12
CL12CO3H,158.97,CL12PROP,2,3,4,0,3,2,0,0,12,1,1.33,0,0,0,0,0,0,0,0,0,0,1,0,3,5.63,3.74
CH2CLCOCH3,92.52,CL12PROP,1,3,5,0,1,1,0,0,10,0.33,-0.67,0,0,0,1,0,0,0,0,0,0,0,0,2,4.03,3.46
CL12PRAOOH,144.98,CL12PROP,1,3,6,0,2,2,0,0,13,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6.71,5.55
CH3COCLOOH,124.52,CL12PROP,2,3,5,0,3,1,0,0,12,1,0.67,0,0,0,1,0,0,0,0,0,0,0,1,3,6.32,5.4
CL12PAN,203.97,CL12PROP,2,3,3,1,5,2,0,0,14,1.67,1.33,0,0,0,0,0,0,0,0,0,1,0,0,3,5.13,0.78
CL12PRCOH,128.99,CL12PROP,1,3,6,0,1,2,0,0,12,0.33,-0.67,0,1,0,0,0,0,0,0,0,0,0,0,3,6.14,5.07
CH3CLCOCL,126.97,CL12PROP,1,3,4,0,1,2,0,0,10,0.33,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1.43
CL12CO2H,142.97,CL12PROP,2,3,4,0,2,2,0,0,11,0.67,0.67,0,0,0,0,1,0,0,0,0,0,0,0,3,7.14,6.29
CL12PROP,112.99,CL12PROP,0,3,6,0,0,2,0,0,11,0,-1.33,0,0,0,0,0,0,0,0,0,0,0,0,2,3.59,1.33
CL12PRBOH,128.99,CL12PROP,1,3,6,0,1,2,0,0,12,0.33,-0.67,0,1,0,0,0,0,0,0,0,0,0,0,3,5.99,4.8
CL12PRCOOH,144.98,CL12PROP,1,3,6,0,2,2,0,0,13,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6.56,4.96
CL12PRBOOH,144.98,CL12PROP,1,3,6,0,2,2,0,0,13,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6.06,4.35
CL12PRAOH,128.99,CL12PROP,1,3,6,0,1,2,0,0,12,0.33,-0.67,0,1,0,0,0,0,0,0,0,0,0,0,3,5.35,4.48
CLCOCLMOOH,158.97,CL12PROP,2,3,4,0,3,2,0,0,12,1,1.33,0,0,0,1,0,0,0,0,0,0,0,1,4,5.68,3.49
BRETPAN,199.94,DIBRET,2,2,2,1,5,0,0,1,11,2.5,2,0,0,0,0,0,0,0,0,0,1,0,0,2,4.77,0.9
DIBRET,187.86,DIBRET,0,2,4,0,0,0,0,2,8,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,4.51,2.02
DIBRETO2H,219.86,DIBRET,1,2,4,0,2,0,0,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,7.23,5.36
BRETO3H,154.95,DIBRET,2,2,3,0,3,0,0,1,9,1.5,2,0,0,0,0,0,0,0,0,0,0,1,0,2,5.03,3.37
BRETAL,122.95,DIBRET,1,2,3,0,1,0,0,1,7,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3.79,2.77
BRETO2H,138.95,DIBRET,2,2,3,0,2,0,0,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,6.29,6.12
DIBRETOH,203.86,DIBRET,1,2,4,0,1,0,0,2,9,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7.7,6.6
C3EODBCO2H,128.13,DIET35TOL,3,6,8,0,3,0,0,0,17,0.5,-0.33,0,0,1,0,1,0,0,0,0,0,0,0,2,6.7,6.04
DEMPHOLOOH,246.26,DIET35TOL,2,11,18,0,6,0,0,0,35,0.55,-0.55,0,2,0,0,0,0,0,0,0,0,0,2,4,10.5,8.52
C9M2CO6OH,184.23,DIET35TOL,2,10,16,0,3,0,0,0,29,0.3,-1,0,1,0,2,0,0,0,0,0,0,0,0,3,7.77,6.06
C9M2CO6OOH,200.23,DIET35TOL,2,10,16,0,4,0,0,0,30,0.4,-0.8,0,0,0,2,0,0,0,0,0,0,0,1,3,9.19,7.36
DETLMUOOH,246.26,DIET35TOL,2,11,18,0,6,0,0,0,35,0.55,-0.55,0,1,1,1,0,0,1,0,0,0,0,1,5,8.71,5.51
EMPONO2OOH,263.2,DIET35TOL,3,9,13,1,8,0,0,0,31,0.89,-0.22,0,2,0,0,0,0,0,1,0,0,0,2,5,10.09,8.18
DE35TOOH,180.24,DIET35TOL,1,11,16,0,2,0,0,0,29,0.18,-1.09,1,0,0,0,0,0,0,0,0,0,0,1,1,8.05,4.91
DETLMUPAN,273.24,DIET35TOL,2,11,15,1,7,0,0,0,34,0.64,-0.55,0,0,0,1,0,0,1,0,0,1,0,0,3,8.84,3.61
CO24C63OOH,146.14,DIET35TOL,3,6,10,0,4,0,0,0,20,0.67,-0.33,0,0,0,2,0,0,0,0,0,0,0,1,3,6.09,4.75
DETLBIPNO3,259.26,DIET35TOL,1,11,17,1,6,0,0,0,35,0.55,-0.91,0,1,0,0,0,0,0,0,1,0,0,1,3,8.78,5
C7CODBPAN,217.18,DIET35TOL,2,8,11,1,6,0,0,0,26,0.75,-0.5,0,0,0,1,0,0,0,0,0,1,0,0,2,5.91,0.96
C3EDIALOOH,132.11,DIET35TOL,3,5,8,0,4,0,0,0,17,0.8,0,0,0,2,0,0,0,0,0,0,0,0,1,3,5.33,4.07
DETLMUOH,230.26,DIET35TOL,2,11,18,0,5,0,0,0,34,0.45,-0.73,0,2,1,1,0,0,1,0,0,0,0,0,5,9.05,7.11
DETLPOXMUC,196.24,DIET35TOL,1,11,16,0,3,0,0,0,30,0.27,-0.91,0,0,1,1,0,0,1,0,0,0,0,0,3,7.94,5.19
DETLOBPROH,212.24,DIET35TOL,1,11,16,0,4,0,0,0,31,0.36,-0.73,0,1,0,1,0,0,0,0,0,0,0,1,3,9.44,7.62
DIET35TOL,148.24,DIET35TOL,0,11,16,0,0,0,0,0,27,0,-1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0.69
HOEMPHNO2,181.19,DIET35TOL,2,9,11,1,3,0,0,0,24,0.33,-1.11,1,1,0,0,0,0,0,1,0,0,0,0,2,6.59,2.79
DETLMUO3H,228.24,DIET35TOL,2,11,16,0,5,0,0,0,32,0.45,-0.55,0,0,0,1,0,0,1,0,0,0,1,0,3,8.76,5.43
C3EDIALOH,116.12,DIET35TOL,3,5,8,0,3,0,0,0,16,0.6,-0.4,0,1,2,0,0,0,0,0,0,0,0,0,3,4.6,3.44
C9M3CO,182.22,DIET35TOL,2,10,14,0,3,0,0,0,27,0.3,-0.8,0,0,0,3,0,0,0,0,0,0,0,0,3,7.13,4.35
EMPHPAN,225.2,DIET35TOL,2,10,11,1,5,0,0,0,27,0.5,-0.6,1,0,0,0,0,0,0,0,0,1,0,0,1,6.91,0.88
DETLBPROOH,230.26,DIET35TOL,1,11,18,0,5,0,0,0,34,0.45,-0.73,0,1,0,0,0,0,0,0,0,0,0,2,3,10.71,9.41
DE35TNO3,209.24,DIET35TOL,1,11,15,1,3,0,0,0,30,0.27,-1.27,1,0,0,0,0,0,0,0,1,0,0,0,1,7.08,1.59
